PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price 
Condominium,3591562000,1622 N FARWELL AV,PECK ROW CONDOMINIUM,3,5806,TOWNHOUSE,,3,1883,7,2100,1,3,2,1,0,2011-07,310000
Condominium,1210143100,6962C N RAINTREE DR,RAINTREE,9,5130,MIXED STYLES,,2,1974,4,1054,1,2,1,1,0,2011-07,40000
Condominium,3930249100,929 N ASTOR ST,REGENCY HOUSE,4,5990,HI-RISE,,1,1968,4,1119,1,2,2,0,0,2011-07,253900
Condominium,3551744000,2128 N COMMERCE ST,RIVERCREST CONDOMINIUM,3,5924,APARTMENT,,3,2005,5,1499,1,2,2,1,0,2011-07,215000
Condominium,3151522000,2904 N CAMBRIDGE AV,RIVERVIEW SIX,3,5407,Apartment,,1,2006,4,1200,1,2,2,0,0,2011-07,165000
Condominium,2620918000,3635204 N TUCKER PL,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,863,1,1,1,0,0,2011-07,53900
Condominium,3960366000,525 E CHICAGO ST,WAREHOUSE 525 CONDOMINIUM,4,5386,WAREHOUSE,,1,1916,3,944,1,1,1,0,0,2011-07,200000
Condominium,4280690000,130 S WATER ST,WATERFRONT CONDO,12,5394,APARTMENT,,1,2004,4,1520,1,2,2,0,0,2011-07,400000
Condominium,3191345000,2577 N FARWELL AV,WATERTOWER ROW,3,5510,townhse,,3.5,2001,5,1570,1,2,2,1,0,2011-07,272500
Lg Apartment,2452159000,4244 N TEUTONIA AV,"3: 2-Br ,15: 1-Br ",1,6875,"Apartment: 3: 2-Br ,15: 1-Br  Units",,3,1930,0,14295,1,0,0,0,9600,2011-07,250000
Lg Apartment,2800709000,1126 E AUER AV,4: 2-Br ,3,6761,Apartment: 4: 2-Br  Units,,2,1915,0,3888,1,0,0,0,4080,2011-07,241000
Lg Apartment,5590031100,3543 S 76TH ST,4: 2-Br ,11,6820,Apartment: 4: 2-Br  Units,,2,1959,0,3754,1,0,0,0,8476,2011-07,232500
Lg Apartment,4960664000,1568 W WINDLAKE AV,4: 2-Br ,12,6780,Apartment: 4: 2-Br  Units,,2,1900,0,2904,1,0,0,0,3600,2011-07,72000
Commercial,4010009110,320 N 33RD ST,,4,6270,Church,,1,1900,0,2022,1,0,0,0,12276,2011-07,110000
Commercial,3661401110,1353 N 35TH ST,,15,6254,Fast Food Operation,,1,1968,0,1987,1,0,0,0,16689,2011-07,300000
Commercial,1139981211,7075 N 115TH ST,,5,6212,Not Listed (Exm or Mfg),,0,0,0,0,1,0,0,0,43374,2011-07,210000
Commercial,4704051000,2410 W FOREST HOME AV,,8,6415,Pharmacy,,1,2003,0,14467,1,0,0,0,54389,2011-07,4242800
Commercial,1920835000,3535 W VILLARD AV,,1,6232,Tavern,,2,1900,0,4166,1,0,0,0,3960,2011-07,162000
Vacant Land,2080587000,4877 N HOPKINS ST,,1,6232,Commercial Land,,0,0,0,0,1,0,0,0,2520,2011-07,1000
Vacant Land,3550875000,1348 E BRADY ST,,3,6440,Commercial Land,,0,1889,0,0,1,0,0,0,2430,2011-07,155000
Vacant Land,1460316000,6555 N 113TH ST,,5,800,**,,0,0,0,0,0,0,0,0,16868,2011-07,391900
Residential,1919803000,4535 W CUSTER AV,,1,1140,Cape Cod,Brick,1,1951,0,1308,1,3,1,1,6480,2011-08,67500
Residential,2060146000,4962 N 26TH ST,,1,1340,Cape Cod,Brick,1,1951,0,1143,1,3,1,0,4960,2011-08,15000
Residential,1020558000,3901 W TUPELO ST,,1,380,Ranch,Aluminum / Vinyl,1,1981,0,1007,1,3,1,0,8100,2011-08,85000
Residential,1930320000,5540 N 32ND ST,,1,1160,Residence O/S,Aluminum / Vinyl,2,1928,0,1359,1,3,2,0,4560,2011-08,54900
Residential,2510428000,4154 N 73RD ST,,2,1480,Cape Cod,Brick,1.5,1952,0,1715,1,4,1,1,6000,2011-08,99900
Residential,2261094000,4371 N 64TH ST,,2,1490,Cape Cod,Brick,1,1951,0,1235,1,3,2,0,5460,2011-08,118500
Residential,2251211000,4235 N 70TH ST,,2,1480,Ranch,Brick,1,1960,0,1044,1,2,1,0,4840,2011-08,59000
Residential,1870155000,8145 W SCRANTON PL,,2,1400,Ranch,Aluminum / Vinyl,1,1956,0,1025,1,3,1,1,6240,2011-08,114900
Residential,2500410000,4117 N 67TH ST,,2,1490,Ranch,Aluminum / Vinyl,1,1955,0,1008,1,3,1,0,5900,2011-08,79900
Residential,2130512100,8062 W HERBERT AV,,2,1400,Ranch,Aluminum / Vinyl,1,1955,0,756,1,2,1,0,5390,2011-08,52000
Residential,3160476000,2903 N STOWELL AV,,3,3160,Colonial,Frame,2,1902,0,4321,1,6,2,0,6344,2011-08,382000
Residential,2810308000,3203 N HUMBOLDT BL,,3,3320,Dplx Bungalow,Brick,1.5,1928,0,2201,2,4,2,0,5185,2011-08,156000
Residential,3140229000,2930 N BREMEN ST,,3,2880,Duplex O/S,Frame,1.5,1905,0,1929,2,5,2,0,3600,2011-08,110000
Residential,2790139000,3417 N CRAMER ST,,3,3160,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,0,1490,1,3,1,0,4800,2011-08,172500
Residential,3560154000,2016 E WINDSOR PL,,3,3060,Residence O/S,Brick,2,1904,0,4760,1,3,2,0,3850,2011-08,415000
Residential,3170165000,2952 N SUMMIT AV,,3,3060,Residence O/S,Masonry / Frame,2,1910,0,3607,1,5,3,1,6600,2011-08,425000
Residential,2780603000,3481 N LAKE DR,,3,3060,Residence O/S,Brick,2,1926,0,3434,1,4,3,2,11760,2011-08,599000
Residential,3180163000,2683 N SUMMIT AV,,3,3060,Residence O/S,Stucco,1,1912,0,2823,1,3,3,0,10529,2011-08,475000
Residential,3160453000,2941 N PROSPECT AV,,3,3160,Residence O/S,Aluminum / Vinyl,2,1907,0,2568,1,6,1,2,4840,2011-08,295000
Residential,3600018000,1627 N VAN BUREN ST,,3,3240,Residence O/S,Masonry / Frame,2,1917,0,2063,1,1,1,1,4800,2011-08,239300
Residential,3190138000,2402 E WEBSTER PL,,3,3170,Residence O/S,Frame,2,1904,0,1812,1,3,2,0,3109,2011-08,187000
Residential,2789996000,3266 N LAKE DR,,3,3060,Residence O/S,Brick,2,1912,0,1804,1,1,1,1,0,2011-08,1400000
Residential,3160218000,2212 E LINNWOOD AV,,3,3160,Residence O/S,Frame,1.5,1910,0,1564,1,3,1,1,3200,2011-08,220000
Residential,3180035000,2542 N TERRACE AV,,3,3060,Tudor,Brick,2,1907,0,4417,1,6,3,1,5800,2011-08,608000
Residential,3651380000,3330 W MC KINLEY BL,,4,2300,Duplex O/S,Frame,2,1909,0,2280,2,4,2,0,5100,2011-08,18000
Residential,3020769000,2773 N 88TH ST,,5,2080,Cape Cod,Brick,1,1952,0,1659,1,3,2,0,6625,2011-08,154800
Residential,2169918000,10422 W LANCASTER AV,,5,1040,Cape Cod,Brick,1,1952,0,1476,1,3,1,0,8640,2011-08,127900
Residential,2610748000,3431 N 93RD ST,,5,2100,Cape Cod,Brick,1.5,1937,0,1392,1,3,1,1,6000,2011-08,175000
Residential,2920192000,3251 N 81ST ST,,5,2100,Cape Cod,Brick,1,1947,0,1332,1,4,2,0,6292,2011-08,137000
Residential,2920409000,3206 N 78TH ST,,5,2100,Cape Cod,Brick,1,1949,0,1298,1,3,1,0,4800,2011-08,151400
Residential,2920159000,3211 N 82ND ST,,5,2100,Cape Cod,Brick,1,1948,0,1233,1,3,1,1,6750,2011-08,120000
Residential,2611169000,3617 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1953,0,1064,1,3,2,0,4950,2011-08,117500
Residential,2930671000,3229 N 90TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.5,1950,0,1060,1,3,1,1,5080,2011-08,148500
Residential,2610915000,3408 N 97TH PL,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,0,1018,1,4,1,0,6000,2011-08,85000
Residential,1480037000,11938 W BENDER RD,,5,780,Colonial,Aluminum / Vinyl,2,1969,0,1852,1,4,2,1,9956,2011-08,187900
Residential,3020714000,2728 N 92ND ST,,5,2120,Duplex N/S,Masonry / Frame,2,1952,0,2384,2,4,2,0,6490,2011-08,120000
Residential,1100382000,10330 W JUNIPER ST,,5,440,Ranch,Prem Wood,1,1993,0,2908,1,4,3,0,21780,2011-08,210000
Residential,1480125000,11915 W RIO ST,,5,780,Ranch,Aluminum / Vinyl,1,1969,0,1573,1,3,1,1,10950,2011-08,160000
Residential,1490021100,10902 W APPLETON AV,,5,800,Ranch,Aluminum / Vinyl,1,1972,0,1424,1,3,2,0,21780,2011-08,166500
Residential,2630349000,3827 N 80TH ST,,5,2040,Ranch,Stone,1,1955,0,1294,1,3,1,1,7008,2011-08,118000
Residential,2520085000,8050 W LYNMAR TR,,5,1470,Ranch,Aluminum / Vinyl,1,1955,0,1028,1,3,1,0,7700,2011-08,116000
Residential,2520058000,4328 N 81ST ST,,5,1470,Ranch,Brick,1,1955,0,1016,1,3,1,1,8150,2011-08,116000
Residential,2930626000,3366 N 91ST ST,,5,2100,Ranch,Aluminum / Vinyl,1,1950,0,995,1,2,1,0,5125,2011-08,99000
Residential,3123325100,3018 N 12TH ST,,6,2870,Duplex O/S,Aluminum / Vinyl,2,1893,0,2206,2,4,2,0,5395,2011-08,16500
Residential,3211394000,2454 N HOLTON ST,,6,2810,Duplex-Cottage,Frame,1,1869,0,1512,2,4,3,0,3600,2011-08,45000
Residential,3220732100,2378 N 2ND ST,,6,2920,Residence O/S,Frame,1.5,1900,0,1651,1,1,0,0,3600,2011-08,14000
Residential,2710526000,3625 N 19TH ST,,6,2860,Residence O/S,Aluminum / Vinyl,2,1922,0,1306,1,3,1,0,3480,2011-08,43000
Residential,2821107000,3241 N 1ST ST,,6,2900,Residence O/S,Aluminum / Vinyl,1,1893,0,1012,1,3,2,0,2100,2011-08,20000
Residential,2880939000,3170 N 49TH ST,,7,1840,Cape Cod,Stone,1,1935,0,1962,1,4,2,0,4888,2011-08,175000
Residential,2490025000,5533 W LEON TR,,7,1560,Cape Cod,Brick,1.5,1953,0,1358,1,4,1,0,4800,2011-08,95000
Residential,3070329000,2829 N 49TH ST,,7,2510,Dplx Bungalow,Frame,2,1924,0,2586,2,6,2,0,5160,2011-08,70000
Residential,2880678000,3234 N 45TH ST,,7,1840,Milwaukee Bungalow,Brick,1,1927,0,1743,1,3,1,0,4760,2011-08,125000
Residential,2852219000,3316 N 25TH ST,,7,2960,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1422,1,3,1,0,4352,2011-08,33000
Residential,2270319000,5419 W LINCOLN CREEK DR,,7,1560,Ranch,Brick,1,1950,0,1163,1,3,2,0,6625,2011-08,78000
Residential,4590200000,1434 S 23RD ST,,8,4100,Cottage,Aluminum / Vinyl,1,1892,0,886,1,3,1,0,1680,2011-08,42000
Residential,4581327000,2932 W MITCHELL ST,,8,4060,Dplx Bungalow,Aluminum / Vinyl,1.5,1922,0,1702,2,3,2,0,4800,2011-08,113000
Residential,4580415000,1800 S 30TH ST,,8,4060,Milwaukee Bungalow,Brick,1,1927,0,1485,1,4,1,0,5400,2011-08,90000
Residential,4720342000,2249 S 35TH ST,,8,4000,Milwaukee Bungalow,Frame,1,1925,0,980,1,3,1,0,5000,2011-08,76063
Residential,4351072000,1230 S 34TH ST,,8,4060,Residence O/S,Aluminum / Vinyl,1.5,1920,0,1255,1,3,1,0,3960,2011-08,79500
Residential,4589953000,3426 W MITCHELL ST,,8,4060,Tudor,Brick,1,1929,0,1390,1,3,1,0,5780,2011-08,90000
Residential,730097000,10114 W TERRA AV,,9,240,Bi-Level,Frame,1,1966,0,2092,1,3,1,1,9000,2011-08,134900
Residential,1730067000,5734 N 57TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1,1952,0,1080,1,4,1,0,6000,2011-08,62000
Residential,1399992000,6545 N 58TH ST,,9,560,Duplex N/S,Brick,2,1956,0,1949,2,4,2,0,7500,2011-08,64000
Residential,1170111000,8631 W SPOKANE ST,,9,480,Ranch,Aluminum / Vinyl,1,1966,0,1333,1,4,1,1,15211,2011-08,140000
Residential,1420403000,7900 W BRENTWOOD AV,,9,480,Ranch,Aluminum / Vinyl,1,1968,0,1175,1,3,1,1,6240,2011-08,110000
Residential,1430405000,6656 N 84TH ST,,9,480,Ranch,Aluminum / Vinyl,1,1958,0,1122,1,3,1,1,7630,2011-08,113000
Residential,1430601000,8237 W DAPHNE ST,,9,480,Ranch,Brick,1,1957,0,1103,1,3,1,0,7200,2011-08,117900
Residential,1430684000,6455 N 80TH ST,,9,480,Ranch,Brick,1,1957,0,973,1,3,1,1,7200,2011-08,81000
Residential,3470071000,1836 N 49TH ST,,10,2540,Colonial,Aluminum / Vinyl,2,1914,0,2247,1,4,2,2,4680,2011-08,275000
Residential,3469875000,1816 N 59TH ST,,10,2580,Colonial,Brick,2,1927,0,2004,1,3,1,1,6372,2011-08,194500
Residential,3050728000,2841 N 70TH ST,,10,1980,Colonial,Brick,2,1937,0,1734,1,3,1,1,5244,2011-08,209000
Residential,3050611000,2747 N 67TH ST,,10,1980,Colonial,Aluminum / Vinyl,2,1941,0,1484,1,3,1,1,5724,2011-08,162000
Residential,3461869000,1536 N HAWLEY RD,,10,2600,Dplx Bungalow,Brick,2,1921,0,2720,2,6,2,0,6800,2011-08,181900
Residential,3461115000,1901 N 57TH ST,,10,2540,Dplx Bungalow,Aluminum / Vinyl,2,1924,0,2491,2,6,2,0,4760,2011-08,215000
Residential,4040615000,5915 W BLUE MOUND RD,,10,2700,Dplx Bungalow,Aluminum / Vinyl,2,1924,0,2212,2,4,2,0,5150,2011-08,129000
Residential,3680026000,1512 N 52ND ST,,10,2600,Milwaukee Bungalow,Stucco,1,1918,0,1637,1,4,2,0,5080,2011-08,143500
Residential,3051363000,6128 W RICHMOND AV,,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1,1929,0,1607,1,3,2,0,4352,2011-08,130000
Residential,3060288000,3031 N 56TH ST,,10,1860,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,0,1586,1,4,2,0,4480,2011-08,79900
Residential,2650108000,3925 N 67TH ST,,10,1940,Ranch,Brick,1,1956,0,1284,1,3,1,0,4879,2011-08,96500
Residential,3040434000,2875 N 73RD ST,,10,1980,Ranch,Brick,1,1956,0,1269,1,3,2,0,5332,2011-08,150000
Residential,4070413000,227 N 77TH ST,,10,2720,Ranch,Aluminum / Vinyl,1,1955,0,1120,1,2,2,0,4800,2011-08,119000
Residential,4081025000,9130 W MT VERNON AV,,10,2760,Ranch,Aluminum / Vinyl,1,1953,0,768,1,2,1,0,5280,2011-08,86500
Residential,5110131000,2859 S 37TH ST,,11,4320,Cape Cod,Stone,1.5,1946,0,1855,1,4,1,1,5883,2011-08,183000
Residential,5611562000,3646 S 96TH ST,,11,4340,Cape Cod,Stucco,1,1946,0,1371,1,3,1,0,13630,2011-08,125000
Residential,5151210000,2916 S 69TH ST,,11,4240,Cape Cod,Aluminum / Vinyl,1,1953,0,1329,1,4,1,0,6150,2011-08,158200
Residential,5120500000,2864 S 48TH ST,,11,4320,Cape Cod,Aluminum / Vinyl,1,1952,0,1296,1,3,1,0,4920,2011-08,135000
Residential,5120504000,2871 S 47TH ST,,11,4320,Cape Cod,Stone,1,1941,0,1198,1,3,1,0,4920,2011-08,130000
Residential,5151449000,2800 S 71ST ST,,11,4240,Cape Cod,Brick,1,1941,0,1183,1,2,1,1,8100,2011-08,132000
Residential,5140361000,6527 W BENNETT AV,,11,4240,Cape Cod,Aluminum / Vinyl,1,1952,0,1096,1,3,2,0,6490,2011-08,129900
Residential,5730394000,4042 S 52ND ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1954,0,789,1,2,1,0,6480,2011-08,94750
Residential,5120801110,2738 S 44TH ST,,11,4320,Colonial,Aluminum / Vinyl,2,1974,0,1669,1,3,2,0,4800,2011-08,182000
Residential,5320311000,3602 W OHIO AV,,11,4410,Duplex N/S,Masonry / Frame,2,1952,0,2310,2,4,2,0,6250,2011-08,189000
Residential,5600364000,3735 S 90TH ST,,11,4350,Ranch,Brick,1,1958,0,1418,1,3,2,0,7980,2011-08,125600
Residential,5610536000,3735 S 93RD ST,,11,4340,Ranch,Aluminum / Vinyl,1,1968,0,1413,1,4,1,1,7336,2011-08,174000
Residential,5710581000,3989 S 71ST ST,,11,4430,Ranch,Aluminum / Vinyl,1,1979,0,1247,1,3,1,1,7540,2011-08,130000
Residential,4920514000,4930 W CLEVELAND AV,,11,4280,Ranch,Masonry / Frame,1,1952,0,1216,1,3,1,0,6968,2011-08,135000
Residential,5611605000,9320 W HOWARD AV,,11,4340,Ranch,Aluminum / Vinyl,1,1972,0,1152,1,3,1,1,7475,2011-08,144000
Residential,5280822000,7429 W OHIO AV,,11,4310,Ranch,Brick,1,1956,0,1142,1,3,1,1,7800,2011-08,107000
Residential,5599970000,3655 S 83RD ST,,11,4340,Ranch,Brick,1,1957,0,1114,1,3,1,0,6150,2011-08,138500
Residential,5140836000,2780 S 64TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1955,0,1055,1,3,1,0,6120,2011-08,98000
Residential,5270202000,8220 W BURDICK AV,,11,4340,Ranch,Aluminum / Vinyl,1,1957,0,1035,1,3,1,0,7936,2011-08,132000
Residential,5130440000,2744 S 52ND ST,,11,4240,Ranch,Brick,1,1950,0,975,1,3,1,0,6890,2011-08,87000
Residential,5730832000,4161 S 52ND ST,,11,4420,Ranch,Brick,1,1960,0,965,1,3,1,1,6240,2011-08,138800
Residential,5560466000,3775 S 53RD ST,,11,4420,Ranch,Brick,1,1954,0,959,1,3,2,0,4840,2011-08,105000
Residential,5121210000,2948 S 47TH ST,,11,4320,Ranch,Aluminum / Vinyl,1,1950,0,826,1,2,1,1,5000,2011-08,158200
Residential,5120225000,2708 S 50TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1949,0,726,1,2,1,0,5760,2011-08,63500
Residential,5510412000,3610 S 14TH ST,,13,4520,Cape Cod,Brick,1,1949,0,1353,1,3,2,0,5720,2011-08,150000
Residential,6431829000,5323 S 15TH PL,,13,4800,Cape Cod,Aluminum / Vinyl,1,1971,0,1134,1,4,1,1,7200,2011-08,143500
Residential,5080187000,1510 W OKLAHOMA AV,,13,4180,Dplx Bungalow,Aluminum / Vinyl,2,1924,0,2440,2,5,2,0,4560,2011-08,137500
Residential,5520708000,3546 S 22ND ST,,13,4360,Duplex N/S,Aluminum / Vinyl,2,1954,0,1536,2,4,2,0,6579,2011-08,75000
Residential,6441665000,2422 W MANCHESTER AV,,13,4780,Ranch,Aluminum / Vinyl,1,1979,0,1878,1,3,2,0,9000,2011-08,215000
Residential,6440617000,5384 S 25TH ST,,13,4780,Ranch,Aluminum / Vinyl,1,1977,0,1744,1,3,3,0,7540,2011-08,165000
Residential,6690225000,2426 W DENIS AV,,13,4780,Ranch,Aluminum / Vinyl,1,1972,0,1407,1,3,1,1,9000,2011-08,148900
Residential,6690626000,5574 S 25TH ST,,13,4780,Ranch,Brick,1,1973,0,1325,1,3,1,1,7200,2011-08,180000
Residential,6239667120,2025 W CARPENTER AV,,13,4660,Ranch,Brick,1,1964,0,1164,1,3,1,1,6943,2011-08,130000
Residential,6890207000,6136 S 19TH CT,,13,4920,Ranch,Frame,1,1963,0,1012,1,3,1,1,14356,2011-08,140000
Residential,5340663000,3213 S 26TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1950,0,832,1,2,1,0,4800,2011-08,74000
Residential,5821217000,1115 E HOWARD AV,,14,4700,Cape Cod,Aluminum / Vinyl,1,1953,0,1233,1,3,1,0,4830,2011-08,115000
Residential,5391124000,3334 S LOGAN AV,,14,4580,Cape Cod,Aluminum / Vinyl,1,1953,0,1054,1,3,1,1,6075,2011-08,139000
Residential,5380404000,3319 S PINE AV,,14,4580,Colonial,Aluminum / Vinyl,2,1947,0,1378,1,3,1,1,5160,2011-08,162500
Residential,5050510000,341 E SCHILLER ST,,14,4910,Cottage,Aluminum / Vinyl,1,1900,0,686,1,2,2,0,3600,2011-08,147900
Residential,5470417000,3601 S LOGAN AV,,14,4620,Duplex N/S,Brick,1.5,1953,0,2073,2,4,2,0,5580,2011-08,170000
Residential,5361687000,3321 S 7TH ST,,14,4520,Duplex N/S,Aluminum / Vinyl,2,1943,0,1620,2,4,2,0,6100,2011-08,130000
Residential,5040770000,2929 S LOGAN AV,,14,4500,Duplex N/S,Aluminum / Vinyl,2,1954,0,1490,2,4,2,0,3870,2011-08,145000
Residential,4981217000,310-A W HAYES AV,,14,4160,Duplex O/S,Aluminum / Vinyl,2,1918,0,1752,2,4,2,0,4200,2011-08,110000
Residential,5031198000,2351 E BENNETT AV,,14,4540,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1915,0,1735,1,4,2,0,3600,2011-08,235000
Residential,5380239000,3117 S ADAMS AV,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1530,1,4,2,0,3600,2011-08,207500
Residential,5070793000,2941 S 7TH ST,,14,4180,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,906,1,3,1,0,3660,2011-08,46000
Residential,5489951000,243 E WILBUR AV,,14,4620,Ranch,Brick,1,1952,0,1099,1,2,1,0,8370,2011-08,144500
Residential,5040471000,2825 S CALIFORNIA ST,,14,4500,Ranch,Aluminum / Vinyl,1,1954,0,891,1,3,1,0,5200,2011-08,93000
Residential,5390116000,3143 S BRUST AV,,14,4580,Ranch,Aluminum / Vinyl,1,1953,0,704,1,2,1,0,4900,2011-08,99000
Residential,5080134000,3001 S 14TH ST,,14,4180,Residence O/S,Brick,1,1923,0,1648,1,4,1,0,6300,2011-08,111000
Residential,5001306000,900 E LINUS ST,,14,4910,Residence O/S,Aluminum / Vinyl,1.5,1897,0,1591,1,3,2,0,2300,2011-08,116000
Residential,5030235000,2772 S LINEBARGER TR,,14,4540,Residence O/S,Frame,1.5,1916,0,1424,1,4,1,0,5400,2011-08,125900
Residential,5050819000,2731 S AUSTIN ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1905,0,1197,1,4,3,0,4350,2011-08,126000
Residential,5080718000,2838 S 15TH ST,,14,4180,Residence O/S,Aluminum / Vinyl,1,1924,0,1102,1,4,1,0,4620,2011-08,69900
Residential,3522712000,2015 N 11TH ST,,15,3000,Ranch,Aluminum / Vinyl,1,1987,0,1362,1,3,2,0,8909,2011-08,85200
Residential,3080306000,2745 N GRANT BL,,15,2500,Residence O/S,Stucco,1.5,1919,0,2262,1,4,1,1,7500,2011-08,143500
Condominium,3591487000,1522 N PROSPECT AV,1522 ON THE LAKE CONDOMINIUMS,4,5951,HI RISE,,1,2002,4,2126,1,2,2,1,0,2011-08,440000
Condominium,3601652000,601 E OGDEN AV,601 LOFTS ,4,5662,APARTMENT,,1,2006,5,1077,1,1,1,0,0,2011-08,140000
Condominium,5010463000,25251E S SHORE DR,BAYVIEW TERRACE,14,5293,HI-RISE,,1,1965,3,835,1,1,1,0,0,2011-08,102000
Condominium,3541153000,2031 N RIVERWALK WA,BEERLINE RIVER HOMES,6,5939,TOWNHOUSE,,3,2002,5,2237,1,2,2,1,0,2011-08,360000
Condominium,3922801000,270 E HIGHLAND AV,BLATZ ,4,5901,APARTMENT,,2,1901,5,1343,1,2,2,0,0,2011-08,210000
Condominium,3922869000,270 E HIGHLAND AV,BLATZ ,4,5901,APARTMENT,,1,1901,5,1207,1,2,2,0,0,2011-08,225400
Condominium,3541204000,906 E BRADY ST,BRADY PLACE TOWNHOMES,3,5946,Townhouse,,2.5,2000,6,1582,1,2,2,1,0,2011-08,255000
Condominium,3531291000,1745 N HUBBARD ST,CRESCENT CONDOS,6,5959,TOWNHOUSE,,3,2000,6,2750,1,3,3,2,0,2011-08,385000
Condominium,3180481000,2649 N HACKETT AV,GEORGETOWN EAST,3,5611,APARTMENT,,1,1911,6,1440,1,3,2,0,0,2011-08,182500
Condominium,4290177000,601 E ERIE ST,HARBOR FRONT,4,5392,APARTMENT,,1,2004,3,880,1,1,1,0,0,2011-08,227000
Condominium,740123000,8301-J N 107TH ST,HIGHLANDS ON PARK,9,5100,MIXED STYLES,,1,1974,4,734,1,2,1,1,0,2011-08,16500
Condominium,3922690000,923 E KILBOURN AV,KILBOURN TOWER,4,5992,APARTMENT,,1,2005,10,5769,1,4,0,0,0,2011-08,1650000
Condominium,3591959000,1300 N PROSPECT AV,LAKE BLUFF AT EAST TOWN CONDOMINIUM,4,5750,APARTMENT,,1,1998,6,1787,1,2,2,0,0,2011-08,536990
Condominium,3592020000,1300 N PROSPECT AV,LAKE BLUFF AT EAST TOWN CONDOMINIUM,4,5750,APARTMENT,,1,1998,6,1608,1,2,2,0,0,2011-08,425000
Condominium,3180454000,2555 N LAKE DR,LAKE DRIVE TOWNHOUSES,3,5655,TOWN HOUSE,,2,1982,4,1090,1,2,1,1,0,2011-08,191000
Condominium,3591660000,1660 N PROSPECT AV,LANDMARK ON THE LAKE,4,5921,APARTMENT,,1,1990,4,996,1,2,2,0,0,2011-08,174000
Condominium,3960319000,191 N BROADWAY ,LOFTS ON BROADWAY,4,5389,APARTMENT,,1,1895,3,2000,1,1,1,0,0,2011-08,400000
Condominium,5251515000,9600 W BELOIT RD,MAPLE TERRACE,11,5298,APARTMENT,,1,1983,5,1092,1,2,1,1,0,2011-08,64800
Condominium,70042000,9234 N 70TH ST,NORTHRIDGE WOOD LAKE,9,5010,TOWN HOUSE,,2,1973,7,1437,1,4,2,1,0,2011-08,65900
Condominium,70058000,9280 N 70TH ST,NORTHRIDGE WOOD LAKE,9,5010,TOWN HOUSE,,2,1973,7,1437,1,3,2,1,0,2011-08,77700
Condominium,4280824000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,7,1514,1,2,2,0,0,2011-08,380000
Condominium,3922330000,1139 N EDISON ST,RIVER HOUSES,4,5986,TOWN HOUSE,,2,1984,4,1525,1,2,2,1,0,2011-08,250000
Condominium,3970634000,102 N WATER ST,RIVER RENAISSANCE,4,5382,Apartment,,1,2008,5,1140,1,2,2,0,0,2011-08,228000
Condominium,3970641000,102 N WATER ST,RIVER RENAISSANCE,4,5382,Apartment,,1,2008,4,909,1,1,1,0,0,2011-08,165000
Condominium,3611902000,730 N PLANKINTON AV,RIVERFRONT LOFTS,4,5997,APARTMENT,,1,1916,4,1783,1,2,2,0,0,2011-08,233000
Condominium,3970270000,141 N WATER ST,RIVERWALK PLAZA,4,5395,APARTMENT,,1,1894,2,959,1,1,1,0,0,2011-08,138000
Condominium,3531571000,1924 N HUBBARD ST,SHOEWORKS LOFTS,6,5971,APARTMENT,,1,1945,5,1436,1,2,2,0,0,2011-08,212500
Condominium,5001397000,2453 S ST CLAIR ST,ST CLAIR CONDOMINIUM,14,5288,TOWNHOUSE,,1,2002,5,1100,1,2,1,1,0,2011-08,131500
Condominium,3551715000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,5,1868,1,2,2,0,0,2011-08,337500
Condominium,3551625000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,5,1582,1,2,2,0,0,2011-08,240000
Condominium,3531332000,1740 N VEL R PHILLIPS AV,VINEYARD TERRACE,6,5941,Mixed Styles,,3,2001,6,1630,1,2,2,1,0,2011-08,167000
Condominium,6432028000,1531U W EDGERTON AV,WILLOW CREEK,13,5340,TOWN HOUSE,,2,1973,5,980,1,3,1,1,0,2011-08,67000
